Query,PubChem CID,Molecular Weight,Molecular Formula,CID,MolecularFormula,MolecularWeight,SMILES,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,EffectiveRotorCount3D,ConformerCount3D,Fingerprint2D
CHEMBL2005478,49830675,357.2,C16H13BrN4O,49830675.0,C16H13BrN4O,357.20,CN1C=C(C2=C1C=CC(=C2)OC)C3=CC4=NC(=CN=C4N3)Br,CN1C=C(C2=C1C=CC(=C2)OC)C3=CC4=NC(=CN=C4N3)Br,CN1C=C(C2=C1C=CC(=C2)OC)C3=CC4=NC(=CN=C4N3)Br,"InChI=1S/C16H13BrN4O/c1-21-8-11(10-5-9(22-2)3-4-14(10)21)12-6-13-16(20-12)18-7-15(17)19-13/h3-8H,1-2H3,(H,18,20)",ZBYGBITZFKOQTA-UHFFFAOYSA-N,"2-bromo-6-(5-methoxy-1-methylindol-3-yl)-5H-pyrrolo[2,3-b]pyrazine",3.1,356.02727,356.02727,55.7,412.0,0.0,1.0,3.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,241.0,12.46,3.38,0.7,2.0,1.0,0.0,2.0,4.0,1.0,2.0,10.0,AAADccB7oAAAEAAAAAAAAAAAAAAAAWLAAAA8QAAAAAAAAFgB/gAAHgBQAAABPAzBnwY/9v/NlACgAzZnZACCiC2xMqAJ2SA+fJiMbuLE+duUNChs0BPI6Cew0PMOgEABAAACAAAAgAIAAAQAAAAAAAAAAA==
CHEMBL2005482,49830409,622.1,C33H28ClN7O2S,49830409.0,C33H28ClN7O2S,622.1,C1COCCN1C2=CC=CC(=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=C(C=C6)Cl)NC(=O)CC7=CC=CC=C7,C1COCCN1C2=CC=CC(=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=C(C=C6)Cl)NC(=O)CC7=CC=CC=C7,C1COCCN1C2=CC=CC(=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CS5)C6=CC(=C(C=C6)Cl)NC(=O)CC7=CC=CC=C7,"InChI=1S/C33H28ClN7O2S/c34-26-10-9-23(20-28(26)37-29(42)19-22-5-2-1-3-6-22)30-31(41-15-18-44-33(41)39-30)27-11-12-35-32(38-27)36-24-7-4-8-25(21-24)40-13-16-43-17-14-40/h1-12,15,18,20-21H,13-14,16-17,19H2,(H,37,42)(H,35,36,38)",JTRNNNVASYCTLO-UHFFFAOYSA-N,"N-[2-chloro-5-[5-[2-(3-morpholin-4-ylanilino)pyrimidin-4-yl]imidazo[2,1-b][1,3]thiazol-6-yl]phenyl]-2-phenylacetamide",6.5,621.1713720,621.1713720,125.0,940.0,0.0,2.0,8.0,8.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,469.8,12.05,4.78,4.58,3.0,2.0,0.0,3.0,7.0,0.0,10.2,10.0,AAADceB/sABEAAAAAAAAAAAAAAAAAWLAAAA8eMECAAAWAAAB/AAAHgYQAAAADArl3ia90ZfMHAisAzV3dACC8K1xH7hJ2C04dpiKaPLB39HXJAholALYyCcYiMCOBAAAQAQAABAIAACACAAAIAAAAAAAAA==
CHEMBL2005509,49830304,399.9,C19H22ClN7O,49830304.0,C19H22ClN7O,399.9,CNC(=O)NC1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4,CNC(=O)NC1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4,CNC(=O)NC1CCC(CC1)NC2=NC(=CC(=N2)Cl)C3=CNC4=C3C=CC=N4,"InChI=1S/C19H22ClN7O/c1-21-19(28)25-12-6-4-11(5-7-12)24-18-26-15(9-16(20)27-18)14-10-23-17-13(14)3-2-8-22-17/h2-3,8-12H,4-7H2,1H3,(H,22,23)(H2,21,25,28)(H,24,26,27)",ZGGIYFOLDBTZIL-UHFFFAOYSA-N,"1-[4-[[4-chloro-6-(1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-yl]amino]cyclohexyl]-3-methylurea",3.0,399.157436,399.157436,108.0,530.0,0.0,4.0,5.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,296.4,14.39,5.47,1.37,3.0,4.0,0.0,2.0,4.0,0.0,7.2,10.0,AAADceB7oAAEAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAFgB/gAAHgIQAAAADCrBHyQ/sN7JkACoAzZndACCgCmxB6AJ2aA4ZpiIKOLB29GEJAholgLIyCcQgIAOgAAAAAAAAAAAAQAAAAAAAAAAAAAAAA==
CHEMBL2005528,49830944,258.27,C14H14N2O3,49830944.0,C14H14N2O3,258.27,CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCNC3=O,CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCNC3=O,CCOC(=O)C1=CC2=C(C=C1)NC3=C2CCNC3=O,"InChI=1S/C14H14N2O3/c1-2-19-14(18)8-3-4-11-10(7-8)9-5-6-15-13(17)12(9)16-11/h3-4,7,16H,2,5-6H2,1H3,(H,15,17)",BUMDIHXPDAJSFZ-UHFFFAOYSA-N,"ethyl 1-oxo-2,3,4,9-tetrahydropyrido[3,4-b]indole-6-carboxylate",1.9,258.10044231,258.10044231,71.2,385.0,0.0,2.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,196.9,9.95,2.77,0.66,2.0,2.0,0.0,1.0,3.0,0.0,3.6,10.0,AAADccBzMAAAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAFgB8AAAHgAQAAAADAjhngYyyPLJlACoAyXyXACCgCAnAiAImaG4bNgIZvLAtbmWMQhk1gHI6YeY2fOeiAACAAACAAAQAAQAAAQAAAAAAAAAAA==
CHEMBL2005548,49830884,487.3,C23H20Cl2N4O4,49830884.0,C23H20Cl2N4O4,487.3,CC(C)(C)OC(=O)N1C2=C(C=C(C=C2)NC3=C(C(=O)C3=O)NCC4=C(C=C(C=C4)Cl)Cl)C=N1,CC(C)(C)OC(=O)N1C2=C(C=C(C=C2)NC3=C(C(=O)C3=O)NCC4=C(C=C(C=C4)Cl)Cl)C=N1,CC(C)(C)OC(=O)N1C2=C(C=C(C=C2)NC3=C(C(=O)C3=O)NCC4=C(C=C(C=C4)Cl)Cl)C=N1,"InChI=1S/C23H20Cl2N4O4/c1-23(2,3)33-22(32)29-17-7-6-15(8-13(17)11-27-29)28-19-18(20(30)21(19)31)26-10-12-4-5-14(24)9-16(12)25/h4-9,11,26,28H,10H2,1-3H3",SKLNUYVBOFIJAT-UHFFFAOYSA-N,"tert-butyl 5-[[2-[(2,4-dichlorophenyl)methylamino]-3,4-dioxocyclobuten-1-yl]amino]indazole-1-carboxylate",5.2,486.0861605,486.0861605,102.0,843.0,0.0,2.0,7.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,352.5,13.93,5.4,1.5,4.0,2.0,0.0,2.0,4.0,1.0,8.0,10.0,AAADceB7uAAGAAAAAAAAAAAAAABAAWAAAAAwYAAAAAAAAFgB9AAAHgIYAAAADE7BniQ+yPLIBACqA7R3XACSBAAhhwAamKG4ZtgIIKrB0/GMpAhgnADIyUcQgAAOBACAQACDAAAIAQCAAQYAAAAAAAAAAA==
CHEMBL2005631,49830357,449.5,C23H20FN5O2S,49830357.0,C23H20FN5O2S,449.5,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C(=O)NC)N,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C(=O)NC)N,CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C(=O)NC)N,"InChI=1S/C23H20FN5O2S/c1-12-3-8-17(24)18(9-12)29-23(31)28-14-6-4-13(5-7-14)16-11-32-20-15(22(30)26-2)10-27-21(25)19(16)20/h3-11H,1-2H3,(H2,25,27)(H,26,30)(H2,28,29,31)",ULHGAQSVFPOUDY-UHFFFAOYSA-N,"4-amino-3-[4-[(2-fluoro-5-methylphenyl)carbamoylamino]phenyl]-N-methylthieno[3,2-c]pyridine-7-carboxamide",3.5,449.13217423,449.13217423,137.0,677.0,0.0,4.0,6.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,340.5,32.17,1.72,1.51,2.0,4.0,0.0,1.0,4.0,0.0,7.0,10.0,AAADceB7sQBAAAAAAAAAAAAAAAAAASAAAAA8YIAAAAAAAFgB/AAAHwQQAAAADAjF2gy/8dLIEAisAjd3dACDgKk1CjAI2LEoZNiIIHrg1ZGEIYxolgLoyecYicCOiAAAQAAAAAAQAACAAAAAAAAAAAAAAA==
CHEMBL2005699,49830661,471.5,C27H25N3O5,49830661.0,C27H25N3O5,471.5,CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)O,CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)O,CC(C)(C)C1=NN(C(=C1)NC(=O)C(=O)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)OCC(=O)O,"InChI=1S/C27H25N3O5/c1-27(2,3)22-15-23(30(29-22)18-11-13-19(14-12-18)35-16-24(31)32)28-26(34)25(33)21-10-6-8-17-7-4-5-9-20(17)21/h4-15H,16H2,1-3H3,(H,28,34)(H,31,32)",AWKZEYXIJBNHRM-UHFFFAOYSA-N,2-[4-[3-tert-butyl-5-[(2-naphthalen-1-yl-2-oxoacetyl)amino]pyrazol-1-yl]phenoxy]acetic acid,5.5,471.17942091,471.17942091,111.0,773.0,0.0,2.0,6.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,365.5,12.57,6.94,1.53,6.0,1.0,1.0,0.0,4.0,1.0,9.0,10.0,AAADceB7OAAAAAAAAAAAAAAAAAAAAWAAAAAwYMAAAAAAAADB1AAAHgAYCAAADgyhngIz/tLIBgCqA6fyfAKSDCMlIgAdmCH2bNiNJnLE/f+GvSj83RPL6ae4yMCPgEACAAAQAAAAgAQAACAAAAAAAAAAAA==
CHEMBL2005718,49830299,365.8,C15H16ClN5O2S,49830299.0,C15H16ClN5O2S,365.8,CS(=O)(=O)NCCNC1=NC(=CC(=C1)C2=CNC3=C2C=CC=N3)Cl,CS(=O)(=O)NCCNC1=NC(=CC(=C1)C2=CNC3=C2C=CC=N3)Cl,CS(=O)(=O)NCCNC1=NC(=CC(=C1)C2=CNC3=C2C=CC=N3)Cl,"InChI=1S/C15H16ClN5O2S/c1-24(22,23)20-6-5-17-14-8-10(7-13(16)21-14)12-9-19-15-11(12)3-2-4-18-15/h2-4,7-9,20H,5-6H2,1H3,(H,17,21)(H,18,19)",RFBPWKMQWSIPEO-UHFFFAOYSA-N,"N-[2-[[6-chloro-4-(1H-pyrrolo[2,3-b]pyridin-3-yl)pyridin-2-yl]amino]ethyl]methanesulfonamide",2.3,365.0713236,365.0713236,108.0,514.0,0.0,3.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,264.5,14.78,4.21,1.21,3.0,3.0,0.0,2.0,3.0,0.0,6.0,10.0,AAADceBzsABEAAAAAAAAAAAAAAAAAWAAAAAsWAAAAAAAAFgB/gAAHAYQQAAADALBGyS/sN7JkAKgAjJnZHCCgCmxB6AJ2aA4ZpiIaOLBm5GUIAhokALIyCcQgMAOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL2005792,49830617,422.5,C22H23FN6O2,49830617.0,C22H23FN6O2,422.5,CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3OC)C4=CC=C(C=C4)F)CO,CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3OC)C4=CC=C(C=C4)F)CO,CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3OC)C4=CC=C(C=C4)F)CO,"InChI=1S/C22H23FN6O2/c1-22(2,13-30)12-26-21-25-9-8-16(27-21)18-17(14-4-6-15(23)7-5-14)28-19-20(31-3)24-10-11-29(18)19/h4-11,30H,12-13H2,1-3H3,(H,25,26,27)",OVKIYZXGCCAIJG-UHFFFAOYSA-N,"3-[[4-[2-(4-fluorophenyl)-8-methoxyimidazo[1,2-a]pyrazin-3-yl]pyrimidin-2-yl]amino]-2,2-dimethylpropan-1-ol",4.1,422.18665216,422.18665216,97.5,576.0,0.0,2.0,8.0,7.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,322.8,11.74,4.72,2.27,2.0,2.0,0.0,2.0,4.0,1.0,7.0,10.0,AAADceB7sQAAAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAFgB/AAAHwAQCAAADgjhnw4/tJ/MHgCgAzZnZASCiC0xUqAJ2KA5dJiOeOLA2dGVZAhqgALYyCcQgMAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL2005828,9950716,359.4,C20H17N5O2,9950716.0,C20H17N5O2,359.4,CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=COC4=NC=NC(=C34)N,CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=COC4=NC=NC(=C34)N,CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=COC4=NC=NC(=C34)N,"InChI=1S/C20H17N5O2/c1-12-2-6-14(7-3-12)24-20(26)25-15-8-4-13(5-9-15)16-10-27-19-17(16)18(21)22-11-23-19/h2-11H,1H3,(H2,21,22,23)(H2,24,25,26)",MFMXAWQGPQXDRJ-UHFFFAOYSA-N,"1-[4-(4-aminofuro[2,3-d]pyrimidin-5-yl)phenyl]-3-(4-methylphenyl)urea",3.1,359.1382248,359.1382248,106.0,503.0,0.0,3.0,5.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,275.3,26.65,1.54,1.25,1.0,3.0,0.0,2.0,4.0,0.0,5.0,8.0,AAADceB7sAAAAAAAAAAAAAAAAAAAASAAAAA8YIAAAAAAAFgB/AAAHgAQAAAADAihmgY39NbIFECoAi9z9ACCiCk9IqAJ2CEsbNiMLjrE/duOPaju1xtI6We8yOCOiAAAAAAAAAAQAAAAAAAAAAAAAAAAAA==
CHEMBL2005886,135398504,480.0,C25H26ClN5O3,135398504.0,C25H26ClN5O3,480.0,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,"InChI=1S/C25H26ClN5O3/c1-15-11-18(31-7-9-34-10-8-31)13-20-23(15)30-24(29-20)22-19(5-6-27-25(22)33)28-14-21(32)16-3-2-4-17(26)12-16/h2-6,11-13,21,32H,7-10,14H2,1H3,(H,29,30)(H2,27,28,33)",ZWVZORIKUNOTCS-UHFFFAOYSA-N,4-[[2-(3-chlorophenyl)-2-hydroxyethyl]amino]-3-(4-methyl-6-morpholin-4-yl-1H-benzimidazol-2-yl)-1H-pyridin-2-one,2.7,479.1724174,479.1724174,103.0,801.0,0.0,4.0,6.0,6.0,34.0,0.0,0.0,1.0,0.0,0.0,1.0,359.9,12.24,5.44,1.91,3.0,4.0,0.0,3.0,5.0,0.0,7.2,10.0,AAADceB7sAAEAAAAAAAAAAAAAAAAAWAAAAA8YIEAAAAAAFgB9AAAHgIQCAAADB7hnyYz0LfJlgCoAyd2dACCgC2hF6AJmaE4ftiKfqrB29GXdAhs0gPY2WeQwKAOAACAYAQCACAAAQDACAQAQAAAAAAAAA==
CHEMBL2005899,22413670,315.37,C17H21N3O3,22413670.0,C17H21N3O3,315.37,CC(C(C)(C)C)NC1=C(C(=O)C1=O)N(C2=CC=NC=C2)C(=O)C,CC(C(C)(C)C)NC1=C(C(=O)C1=O)N(C2=CC=NC=C2)C(=O)C,CC(C(C)(C)C)NC1=C(C(=O)C1=O)N(C2=CC=NC=C2)C(=O)C,"InChI=1S/C17H21N3O3/c1-10(17(3,4)5)19-13-14(16(23)15(13)22)20(11(2)21)12-6-8-18-9-7-12/h6-10,19H,1-5H3",ZPVLRSVLOWVDJC-UHFFFAOYSA-N,"N-[2-(3,3-dimethylbutan-2-ylamino)-3,4-dioxocyclobuten-1-yl]-N-pyridin-4-ylacetamide",2.0,315.15829154,315.15829154,79.4,554.0,0.0,1.0,5.0,5.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,245.1,7.23,4.36,1.4,4.0,1.0,0.0,1.0,2.0,1.0,6.0,10.0,AAADceB7MAAAAAAAAAAAAAAAAABAAAAAAAAsAAAAAAAAAAABgAAAHgAQAAAADizBkgQ+wJPIEACoALV3VACCgCAxAiAI2KG4ZNgIIGrA0fGEJAhglADIyUYQAAAJAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL2005936,49830459,436.5,C26H24N6O,49830459.0,C26H24N6O,436.5,CCCC(=O)NC1=NNC2=C1C=C(C=C2)C3=C(N(N=N3)CC4=CC=CC=C4)C5=CC=CC=C5,CCCC(=O)NC1=NNC2=C1C=C(C=C2)C3=C(N(N=N3)CC4=CC=CC=C4)C5=CC=CC=C5,CCCC(=O)NC1=NNC2=C1C=C(C=C2)C3=C(N(N=N3)CC4=CC=CC=C4)C5=CC=CC=C5,"InChI=1S/C26H24N6O/c1-2-9-23(33)27-26-21-16-20(14-15-22(21)28-30-26)24-25(19-12-7-4-8-13-19)32(31-29-24)17-18-10-5-3-6-11-18/h3-8,10-16H,2,9,17H2,1H3,(H2,27,28,30,33)",ZRQXCQXWTLVASO-UHFFFAOYSA-N,N-[5-(1-benzyl-5-phenyltriazol-4-yl)-1H-indazol-3-yl]butanamide,4.6,436.20115941,436.20115941,88.5,634.0,0.0,2.0,4.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,348.3,13.04,5.8,2.45,1.0,2.0,0.0,0.0,5.0,1.0,8.0,10.0,AAADceB7oAAAAAAAAAAAAAAAAAAAAWLAAAAwYMAAAAAAAFgB/AAAHgAYAAAADAjBngQz8PLrAACqAydydACSBAYhkgAd+SE4dJiIYLLA2dGUpAhwnQLIyAcQgMAOCAACAAACAAAQAAQAAAQAAAAAAAAAAA==
CHEMBL2006010,49830694,401.2,C16H9Cl2F3N4O,49830694.0,C16H9Cl2F3N4O,401.2,C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=C(C3=NC=C2)Cl)Cl)C(F)(F)F,C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=C(C3=NC=C2)Cl)Cl)C(F)(F)F,C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=C(C3=NC=C2)Cl)Cl)C(F)(F)F,"InChI=1S/C16H9Cl2F3N4O/c17-9-5-4-8-10(6-7-22-14(8)13(9)18)23-15(26)25-12-3-1-2-11(24-12)16(19,20)21/h1-7H,(H2,22,23,24,25,26)",JFGACSUTAMZDKC-UHFFFAOYSA-N,"1-(7,8-dichloroquinolin-4-yl)-3-[6-(trifluoromethyl)pyridin-2-yl]urea",4.2,400.0105508,400.0105508,66.9,510.0,0.0,2.0,6.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,272.4,20.43,2.75,0.65,3.0,2.0,0.0,0.0,3.0,0.0,5.0,10.0,AAADccB7oYAGAAAAAAAAAAAAAAAAAAAAAAA8WIAAAAAAAACx/AAAHwIQAAAADArBHjQ98PLIEACoAzZndACCgCkxByAJ2mA4ZpiIIOLB09HEJAholQLIyCcQgIAOBAAAIAICABQIAABABAQAKAAAAAAAAA==
CHEMBL2006156,5018815,404.5,C23H24N4O3,5018815.0,C23H24N4O3,404.5,CC(C)N(C(C)C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,CC(C)N(C(C)C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,CC(C)N(C(C)C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,"InChI=1S/C23H24N4O3/c1-14(2)27(15(3)4)23(28)24-16-9-10-17-18(13-16)26-22(20-8-6-12-30-20)21(25-17)19-7-5-11-29-19/h5-15H,1-4H3,(H,24,28)",PBNKREGCQAYWMQ-UHFFFAOYSA-N,"3-[2,3-bis(furan-2-yl)quinoxalin-6-yl]-1,1-di(propan-2-yl)urea",3.5,404.18484064,404.18484064,84.4,579.0,0.0,1.0,5.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,315.6,20.05,3.57,1.01,5.0,1.0,0.0,0.0,4.0,2.0,7.0,10.0,AAADceB7sAAAAAAAAAAAAAAAAAAAASJAAAA8QAAAAAAAAACx/gAAHgAQAAAACCzhlgYzxLPIFECoAaxy1ASCiCQnMiAImCG+fNiOZvrE9fuXPaju1hPY6efb2aOQAACAAAQAACAAAQAACAAAQAAAAAAAAA==
CHEMBL2006188,49830487,404.5,C24H28N4O2,49830487.0,C24H28N4O2,404.5,CC(C1=CC(=CC=C1)OC)NC(=O)C2=C(C=C(C=C2)C3=CC=NC=C3)NCCCN,CC(C1=CC(=CC=C1)OC)NC(=O)C2=C(C=C(C=C2)C3=CC=NC=C3)NCCCN,CC(C1=CC(=CC=C1)OC)NC(=O)C2=C(C=C(C=C2)C3=CC=NC=C3)NCCCN,"InChI=1S/C24H28N4O2/c1-17(19-5-3-6-21(15-19)30-2)28-24(29)22-8-7-20(18-9-13-26-14-10-18)16-23(22)27-12-4-11-25/h3,5-10,13-17,27H,4,11-12,25H2,1-2H3,(H,28,29)",ZRTWUBWXIGHVET-UHFFFAOYSA-N,2-(3-aminopropylamino)-N-[1-(3-methoxyphenyl)ethyl]-4-pyridin-4-ylbenzamide,3.6,404.22122615,404.22122615,89.3,511.0,0.0,3.0,5.0,9.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,325.6,16.46,4.52,1.1,3.0,3.0,0.0,2.0,3.0,0.0,10.0,10.0,AAADceB7sAAAAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAAAB0AAAHgAQAAAADCzBmgY+xpLIFACoAjV3VACCiCA1IiAI2KE+bNgMJnrE9ZuEMahk1hHI6ce4yPCOwAABQAACAACAAAKAAAQAAAAAAAAAAA==
CHEMBL2006237,23433004,393.5,C21H27N7O,23433004.0,C21H27N7O,393.5,CN1CCN(CC1)CCCNC2=CC=CC(=N2)C3=NC4=C(C=CC=C4N3)C(=O)N,CN1CCN(CC1)CCCNC2=CC=CC(=N2)C3=NC4=C(C=CC=C4N3)C(=O)N,CN1CCN(CC1)CCCNC2=CC=CC(=N2)C3=NC4=C(C=CC=C4N3)C(=O)N,"InChI=1S/C21H27N7O/c1-27-11-13-28(14-12-27)10-4-9-23-18-8-3-7-17(24-18)21-25-16-6-2-5-15(20(22)29)19(16)26-21/h2-3,5-8H,4,9-14H2,1H3,(H2,22,29)(H,23,24)(H,25,26)",HKRUFMXPSVYVMY-UHFFFAOYSA-N,2-[6-[3-(4-methylpiperazin-1-yl)propylamino]pyridin-2-yl]-1H-benzimidazole-4-carboxamide,1.5,393.22770851,393.22770851,103.0,539.0,0.0,3.0,6.0,7.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,306.3,10.44,5.16,1.42,2.0,3.0,0.0,4.0,4.0,0.0,8.2,10.0,AAADceB7oAAAAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAFgB/AAAHgAQAAAADAjBnwQz8LfJkACoAydydACCgC2lEqAJmaE4dNiIaPrA3ZGUIYhokALIyecciACOAAAAQAACACAAAACAAAQAQAAAAAAAAA==
CHEMBL2006263,49830739,328.4,C16H16N4O2S,49830739.0,C16H16N4O2S,328.4,CC1=C(N=C2C=C(C=CC2=N1)NS(=O)(=O)C3=CC=C(C=C3)N)C,CC1=C(N=C2C=C(C=CC2=N1)NS(=O)(=O)C3=CC=C(C=C3)N)C,CC1=C(N=C2C=C(C=CC2=N1)NS(=O)(=O)C3=CC=C(C=C3)N)C,"InChI=1S/C16H16N4O2S/c1-10-11(2)19-16-9-13(5-8-15(16)18-10)20-23(21,22)14-6-3-12(17)4-7-14/h3-9,20H,17H2,1-2H3",LKUJDAHYLPICSE-UHFFFAOYSA-N,"4-amino-N-(2,3-dimethylquinoxalin-6-yl)benzenesulfonamide",1.9,328.09939694,328.09939694,106.0,499.0,0.0,2.0,6.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,246.9,9.15,3.41,1.49,4.0,2.0,0.0,1.0,3.0,0.0,3.0,10.0,AAADceB7sABAAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAACx9AAAHAQQQAAACAiBVgAywbJIEAKgASRiRHDCgDQhEiAImDgwdJgIYOLA0dGUJAhgkADIyAcQAAAAAASAAAQAACAACQAACAAAQAAAAAAAAA==
CHEMBL2006276,49830552,332.4,C19H16N4O2,49830552.0,C19H16N4O2,332.4,COC1=CC=CC2=C1NC3=C(C=CC(=C3)NC4=CC=NC=C4)C(=O)N2,COC1=CC=CC2=C1NC3=C(C=CC(=C3)NC4=CC=NC=C4)C(=O)N2,COC1=CC=CC2=C1NC3=C(C=CC(=C3)NC4=CC=NC=C4)C(=O)N2,"InChI=1S/C19H16N4O2/c1-25-17-4-2-3-15-18(17)22-16-11-13(5-6-14(16)19(24)23-15)21-12-7-9-20-10-8-12/h2-11,22H,1H3,(H,20,21)(H,23,24)",VKWVIEBXAPQKKA-UHFFFAOYSA-N,"1-methoxy-9-(pyridin-4-ylamino)-5,11-dihydrobenzo[b][1,4]benzodiazepin-6-one",2.8,332.12732577,332.12732577,75.3,468.0,0.0,3.0,5.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,253.1,12.43,4.2,0.81,3.0,3.0,0.0,2.0,4.0,0.0,3.4,10.0,AAADceB7sAAAAAAAAAAAAAAAAAAAAAAAAAA8YIAABYAAAAAB0AAAHgAQAAAADAzBmgY+xpLIFACoAjV3VACCiCA1IiAI2CE/fNgOZnrE9duVNahm1BnY6ceY2QOeCAAAAgQCECAQAAAECAQgQAAAAAAAAA==
