UniProt Accession,PDB ID,Status,Source
Q13163,2O2V,✅ Downloaded from PDB,Davis
Q13163,4IC7,✅ Downloaded from PDB,Davis
P52564,2Y8O,✅ Downloaded from PDB,Davis
P52564,3ENM,✅ Downloaded from PDB,Davis
P52564,3FME,✅ Downloaded from PDB,Davis
P52564,3VN9,✅ Downloaded from PDB,Davis
P52564,5ETF,✅ Downloaded from PDB,Davis
P52564,8A8M,✅ Downloaded from PDB,Davis
P52564,8P7J,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",Davis
P52564,8PM3,✅ Downloaded from PDB,Davis
A0A0D9SFF9,AF-A0A0D9SFF9-F1,✅ Downloaded from AlphaFold,Davis
Q53R53,AF-Q53R53-F1,✅ Downloaded from AlphaFold,Davis
B5A931,AF-B5A931-F1,✅ Downloaded from AlphaFold,Davis
Q8NG69,AF-Q8NG69-F1,✅ Downloaded from AlphaFold,Davis
O14733,2DYL,✅ Downloaded from PDB,Davis
O14733,3WZU,✅ Downloaded from PDB,Davis
O14733,4UX9,✅ Downloaded from PDB,Davis
O14733,5B2K,✅ Downloaded from PDB,Davis
O14733,5B2L,✅ Downloaded from PDB,Davis
O14733,5B2M,✅ Downloaded from PDB,Davis
O14733,5Y8U,✅ Downloaded from PDB,Davis
O14733,5Y90,✅ Downloaded from PDB,Davis
O14733,5Z1D,✅ Downloaded from PDB,Davis
O14733,5Z1E,✅ Downloaded from PDB,Davis
O14733,6IB0,✅ Downloaded from PDB,Davis
O14733,6IB2,✅ Downloaded from PDB,Davis
O14733,6QFL,✅ Downloaded from PDB,Davis
O14733,6QFR,✅ Downloaded from PDB,Davis
O14733,6QFT,✅ Downloaded from PDB,Davis
O14733,6QG4,✅ Downloaded from PDB,Davis
O14733,6QG7,✅ Downloaded from PDB,Davis
O14733,6QHO,✅ Downloaded from PDB,Davis
O14733,6QHR,✅ Downloaded from PDB,Davis
O14733,6YFZ,✅ Downloaded from PDB,Davis
O14733,6YG0,✅ Downloaded from PDB,Davis
O14733,6YG1,✅ Downloaded from PDB,Davis
O14733,6YG2,✅ Downloaded from PDB,Davis
O14733,6YG3,✅ Downloaded from PDB,Davis
O14733,6YG4,✅ Downloaded from PDB,Davis
O14733,6YG5,✅ Downloaded from PDB,Davis
O14733,6YG6,✅ Downloaded from PDB,Davis
O14733,6YG7,✅ Downloaded from PDB,Davis
O14733,6YZ4,✅ Downloaded from PDB,Davis
O14733,7CBX,✅ Downloaded from PDB,Davis
O14733,7OVI,✅ Downloaded from PDB,Davis
O14733,7OVJ,✅ Downloaded from PDB,Davis
O14733,7OVK,✅ Downloaded from PDB,Davis
O14733,7OVL,✅ Downloaded from PDB,Davis
O14733,7OVM,✅ Downloaded from PDB,Davis
O14733,7OVN,✅ Downloaded from PDB,Davis
E9PIA0,AF-E9PIA0-F1,✅ Downloaded from AlphaFold,Davis
K7EIN7,AF-K7EIN7-F1,✅ Downloaded from AlphaFold,Davis
Q32MK0,AF-Q32MK0-F1,✅ Downloaded from AlphaFold,Davis
P80192,3DTC,✅ Downloaded from PDB,Davis
P80192,4UY9,✅ Downloaded from PDB,Davis
Q02779,2RF0,✅ Downloaded from PDB,Davis
Q16584,5K26,✅ Downloaded from PDB,Davis
Q16584,5K28,✅ Downloaded from PDB,Davis
Q16584,6AQB,✅ Downloaded from PDB,Davis
Q16584,6CQ7,✅ Downloaded from PDB,Davis
U6DL86,AF-U6DL86-F1,✅ Downloaded from AlphaFold,Davis
R0M6W4,AF-R0M6W4-F1,✅ Downloaded from AlphaFold,Davis
Q13188,3WWS,✅ Downloaded from PDB,Davis
Q13188,4HKD,✅ Downloaded from PDB,Davis
Q13188,4L0N,✅ Downloaded from PDB,Davis
Q13188,4LG4,✅ Downloaded from PDB,Davis
Q13188,4LGD,✅ Downloaded from PDB,Davis
Q13188,4OH9,✅ Downloaded from PDB,Davis
Q13188,5BRM,✅ Downloaded from PDB,Davis
Q13188,5DH3,✅ Downloaded from PDB,Davis
Q13188,6AO5,✅ Downloaded from PDB,Davis
Q13188,6AR2,✅ Downloaded from PDB,Davis
Q13188,8A66,✅ Downloaded from PDB,Davis
Q9Y6E0,3A7F,✅ Downloaded from PDB,Davis
Q9Y6E0,3A7G,✅ Downloaded from PDB,Davis
Q9Y6E0,3A7H,✅ Downloaded from PDB,Davis
Q9Y6E0,3A7I,✅ Downloaded from PDB,Davis
Q9Y6E0,3A7J,✅ Downloaded from PDB,Davis
Q9Y6E0,3CKW,✅ Downloaded from PDB,Davis
Q9Y6E0,3CKX,✅ Downloaded from PDB,Davis
Q9Y6E0,3ZHP,✅ Downloaded from PDB,Davis
Q9Y6E0,4O27,✅ Downloaded from PDB,Davis
Q9Y6E0,4QML,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMM,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMN,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMO,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMP,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMQ,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMS,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMT,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMU,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMV,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMW,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMX,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMY,✅ Downloaded from PDB,Davis
Q9Y6E0,4QMZ,✅ Downloaded from PDB,Davis
Q9Y6E0,4QNA,✅ Downloaded from PDB,Davis
Q9Y6E0,4QO9,✅ Downloaded from PDB,Davis
Q9Y6E0,4U8Z,✅ Downloaded from PDB,Davis
Q9Y6E0,4W8D,✅ Downloaded from PDB,Davis
Q9Y6E0,4W8E,✅ Downloaded from PDB,Davis
Q9Y6E0,7B30,✅ Downloaded from PDB,Davis
Q9Y6E0,7B31,✅ Downloaded from PDB,Davis
Q9Y6E0,7B32,✅ Downloaded from PDB,Davis
Q9Y6E0,7B33,✅ Downloaded from PDB,Davis
Q9Y6E0,7B34,✅ Downloaded from PDB,Davis
Q9Y6E0,7B35,✅ Downloaded from PDB,Davis
Q9Y6E0,8BZI,✅ Downloaded from PDB,Davis
Q9Y6E0,8BZJ,✅ Downloaded from PDB,Davis
Q9Y6E0,8QLQ,✅ Downloaded from PDB,Davis
Q9Y6E0,8QLR,✅ Downloaded from PDB,Davis
Q9Y6E0,8QLS,✅ Downloaded from PDB,Davis
Q9Y6E0,8QLT,✅ Downloaded from PDB,Davis
Q499L9,AF-Q499L9-F1,✅ Downloaded from AlphaFold,Davis
A0A8V8TRG9,8JCU,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JCV,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JCW,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JCX,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JCY,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JCZ,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JD0,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JD1,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JD2,✅ Downloaded from PDB,Davis
A0A8V8TRG9,8JD4,✅ Downloaded from PDB,Davis
O15146,8S9P,✅ Downloaded from PDB,Davis
Q9H1R3,2LV6,✅ Downloaded from PDB,Davis
Q9H1R3,3KF9,✅ Downloaded from PDB,Davis
Q0VD65,AF-Q0VD65-F1,✅ Downloaded from AlphaFold,Davis
Q53R82,AF-Q53R82-F1,✅ Downloaded from AlphaFold,Davis
Q15208,1PSB,✅ Downloaded from PDB,Davis
Q15208,6BXI,✅ Downloaded from PDB,Davis
Q9Y2H1,5XQZ,✅ Downloaded from PDB,Davis
D6RJF7,AF-D6RJF7-F1,✅ Downloaded from AlphaFold,Davis
F6U4U2,AF-F6U4U2-F1,✅ Downloaded from AlphaFold,Davis
A0A087WY58,AF-A0A087WY58-F1,✅ Downloaded from AlphaFold,Davis
Q05DF6,AF-Q05DF6-F1,✅ Downloaded from AlphaFold,Davis
Q6P3R8,AF-Q6P3R8-F1,✅ Downloaded from AlphaFold,Davis
Q5TBG4,AF-Q5TBG4-F1,✅ Downloaded from AlphaFold,Davis
F5H3U7,AF-F5H3U7-F1,✅ Downloaded from AlphaFold,Davis
A0A7I2V454,AF-A0A7I2V454-F1,✅ Downloaded from AlphaFold,Davis
Q8IY84,AF-Q8IY84-F1,✅ Downloaded from AlphaFold,Davis
H0YD75,AF-H0YD75-F1,✅ Downloaded from AlphaFold,Davis
Q8TAX0,AF-Q8TAX0-F1,✅ Downloaded from AlphaFold,Davis
Q13153,1F3M,✅ Downloaded from PDB,Davis
Q13153,1YHV,✅ Downloaded from PDB,Davis
Q13153,1YHW,✅ Downloaded from PDB,Davis
Q13153,1ZSG,✅ Downloaded from PDB,Davis
Q13153,2HY8,✅ Downloaded from PDB,Davis
Q13153,2QME,✅ Downloaded from PDB,Davis
Q13153,3DVP,✅ Downloaded from PDB,Davis
Q13153,3FXZ,✅ Downloaded from PDB,Davis
Q13153,3FY0,✅ Downloaded from PDB,Davis
Q13153,3Q4Z,✅ Downloaded from PDB,Davis
Q13153,3Q52,✅ Downloaded from PDB,Davis
Q13153,3Q53,✅ Downloaded from PDB,Davis
Q13153,4DAW,✅ Downloaded from PDB,Davis
Q13153,4EQC,✅ Downloaded from PDB,Davis
Q13153,4O0R,✅ Downloaded from PDB,Davis
Q13153,4O0T,✅ Downloaded from PDB,Davis
Q13153,4P90,✅ Downloaded from PDB,Davis
Q13153,4ZJI,✅ Downloaded from PDB,Davis
Q13153,4ZJJ,✅ Downloaded from PDB,Davis
Q13153,4ZLO,✅ Downloaded from PDB,Davis
Q13153,4ZY4,✅ Downloaded from PDB,Davis
Q13153,4ZY5,✅ Downloaded from PDB,Davis
Q13153,4ZY6,✅ Downloaded from PDB,Davis
Q13153,5DEW,✅ Downloaded from PDB,Davis
Q13153,5DEY,✅ Downloaded from PDB,Davis
Q13153,5DFP,✅ Downloaded from PDB,Davis
Q13153,5IME,✅ Downloaded from PDB,Davis
Q13153,5KBQ,✅ Downloaded from PDB,Davis
Q13153,5KBR,✅ Downloaded from PDB,Davis
Q13153,6B16,✅ Downloaded from PDB,Davis
Q13153,7VTO,✅ Downloaded from PDB,Davis
Q13153,8X5Z,✅ Downloaded from PDB,Davis
Q13177,3PCS,✅ Downloaded from PDB,Davis
O75914,6FD3,✅ Downloaded from PDB,Davis
M0R3G6,AF-M0R3G6-F1,✅ Downloaded from AlphaFold,Davis
H0YK38,AF-H0YK38-F1,✅ Downloaded from AlphaFold,Davis
Q9P286,2F57,✅ Downloaded from PDB,Davis
Q9P286,8C12,❌ PDB Download failed,Davis
Q9BRL4,AF-Q9BRL4-F1,✅ Downloaded from AlphaFold,Davis
Q00537,AF-Q00537-F1,✅ Downloaded from AlphaFold,Davis
Q9BWF9,AF-Q9BWF9-F1,✅ Downloaded from AlphaFold,Davis
D6RDX0,AF-D6RDX0-F1,✅ Downloaded from AlphaFold,Davis
E5RII0,AF-E5RII0-F1,✅ Downloaded from AlphaFold,Davis
Q9M9V8,AF-Q9M9V8-F1,✅ Downloaded from AlphaFold,Davis
Q07785,1OB3,✅ Downloaded from PDB,Davis
Q07785,1V0B,✅ Downloaded from PDB,Davis
Q07785,1V0O,✅ Downloaded from PDB,Davis
Q07785,1V0P,✅ Downloaded from PDB,Davis
Q96Q40,AF-Q96Q40-F1,✅ Downloaded from AlphaFold,Davis
O94921,AF-O94921-F1,✅ Downloaded from AlphaFold,Davis
C9J2Q6,AF-C9J2Q6-F1,✅ Downloaded from AlphaFold,Davis
H3BP07,AF-H3BP07-F1,✅ Downloaded from AlphaFold,Davis
A0A2P0XI22,AF-A0A2P0XI22-F1,✅ Downloaded from AlphaFold,Davis
A0A2K8FKQ1,AF-A0A2K8FKQ1-F1,✅ Downloaded from AlphaFold,Davis
P48736,1E8Y,✅ Downloaded from PDB,Davis
P48736,1E8Z,✅ Downloaded from PDB,Davis
P48736,1HE8,✅ Downloaded from PDB,Davis
P48736,2A4Z,✅ Downloaded from PDB,Davis
P48736,2A5U,✅ Downloaded from PDB,Davis
P48736,2CHW,✅ Downloaded from PDB,Davis
P48736,2CHX,✅ Downloaded from PDB,Davis
P48736,2CHZ,✅ Downloaded from PDB,Davis
P48736,2V4L,✅ Downloaded from PDB,Davis
P48736,3APC,✅ Downloaded from PDB,Davis
P48736,3APD,✅ Downloaded from PDB,Davis
P48736,3APF,✅ Downloaded from PDB,Davis
P48736,3CSF,✅ Downloaded from PDB,Davis
P48736,3CST,✅ Downloaded from PDB,Davis
P48736,3DBS,✅ Downloaded from PDB,Davis
P48736,3DPD,✅ Downloaded from PDB,Davis
P48736,3ENE,✅ Downloaded from PDB,Davis
P48736,3IBE,✅ Downloaded from PDB,Davis
P48736,3L08,✅ Downloaded from PDB,Davis
P48736,3L13,✅ Downloaded from PDB,Davis
P48736,3L16,✅ Downloaded from PDB,Davis
P48736,3L17,✅ Downloaded from PDB,Davis
P48736,3L54,✅ Downloaded from PDB,Davis
P48736,3LJ3,✅ Downloaded from PDB,Davis
P48736,3MJW,✅ Downloaded from PDB,Davis
P48736,3ML8,✅ Downloaded from PDB,Davis
P48736,3ML9,✅ Downloaded from PDB,Davis
P48736,3NZS,✅ Downloaded from PDB,Davis
P48736,3NZU,✅ Downloaded from PDB,Davis
P48736,3OAW,✅ Downloaded from PDB,Davis
P48736,3P2B,✅ Downloaded from PDB,Davis
P48736,3PRE,✅ Downloaded from PDB,Davis
P48736,3PRZ,✅ Downloaded from PDB,Davis
P48736,3PS6,✅ Downloaded from PDB,Davis
P48736,3QAQ,✅ Downloaded from PDB,Davis
P48736,3QAR,✅ Downloaded from PDB,Davis
P48736,3QJZ,✅ Downloaded from PDB,Davis
P48736,3QK0,✅ Downloaded from PDB,Davis
P48736,3R7Q,✅ Downloaded from PDB,Davis
P48736,3R7R,✅ Downloaded from PDB,Davis
P48736,3S2A,✅ Downloaded from PDB,Davis
P48736,3SD5,✅ Downloaded from PDB,Davis
P48736,3T8M,✅ Downloaded from PDB,Davis
P48736,3TJP,✅ Downloaded from PDB,Davis
P48736,3TL5,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",Davis
P48736,3ZVV,✅ Downloaded from PDB,Davis
P48736,3ZW3,✅ Downloaded from PDB,Davis
P48736,4ANU,✅ Downloaded from PDB,Davis
P48736,4ANV,✅ Downloaded from PDB,Davis
P48736,4ANW,✅ Downloaded from PDB,Davis
P48736,4ANX,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",Davis
P48736,4AOF,✅ Downloaded from PDB,Davis
P48736,4DK5,✅ Downloaded from PDB,Davis
P48736,4EZJ,✅ Downloaded from PDB,Davis
P48736,4EZK,✅ Downloaded from PDB,Davis
P48736,4EZL,✅ Downloaded from PDB,Davis
P48736,4F1S,✅ Downloaded from PDB,Davis
P48736,4FA6,✅ Downloaded from PDB,Davis
P48736,4FAD,✅ Downloaded from PDB,Davis
P48736,4FHJ,✅ Downloaded from PDB,Davis
P48736,4FHK,✅ Downloaded from PDB,Davis
P48736,4FJY,✅ Downloaded from PDB,Davis
P48736,4FJZ,✅ Downloaded from PDB,Davis
P48736,4FLH,✅ Downloaded from PDB,Davis
P48736,4FUL,✅ Downloaded from PDB,Davis
P48736,4G11,✅ Downloaded from PDB,Davis
P48736,4GB9,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",Davis
P48736,4HLE,✅ Downloaded from PDB,Davis
P48736,4HVB,✅ Downloaded from PDB,Davis
P48736,4J6I,✅ Downloaded from PDB,Davis
P48736,4KZ0,✅ Downloaded from PDB,Davis
P48736,4KZC,✅ Downloaded from PDB,Davis
P48736,4PS3,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Max retries exceeded with url: /download/4PS3.pdb (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Davis
P48736,4PS7,✅ Downloaded from PDB,Davis
P48736,4PS8,✅ Downloaded from PDB,Davis
P48736,4URK,"⚠️ PDB Exception: HTTPSConnectionPool(host='files.rcsb.org', port=443): Read timed out. (read timeout=10)",Davis
P48736,4WWN,✅ Downloaded from PDB,Davis
P48736,4WWO,✅ Downloaded from PDB,Davis
P48736,4WWP,✅ Downloaded from PDB,Davis
P48736,4XX5,✅ Downloaded from PDB,Davis
P48736,4XZ4,✅ Downloaded from PDB,Davis
P48736,5EDS,✅ Downloaded from PDB,Davis
P48736,5G2N,✅ Downloaded from PDB,Davis
P48736,5G55,✅ Downloaded from PDB,Davis
P48736,5JHA,✅ Downloaded from PDB,Davis
P48736,5JHB,✅ Downloaded from PDB,Davis
P48736,5KAE,✅ Downloaded from PDB,Davis
P48736,5OQ4,✅ Downloaded from PDB,Davis
P48736,5T23,✅ Downloaded from PDB,Davis
P48736,6AUD,✅ Downloaded from PDB,Davis
P48736,6C1S,✅ Downloaded from PDB,Davis
P48736,6FH5,✅ Downloaded from PDB,Davis
P48736,6GQ7,✅ Downloaded from PDB,Davis
P48736,6T3B,✅ Downloaded from PDB,Davis
P48736,6T3C,✅ Downloaded from PDB,Davis
P48736,6XRL,✅ Downloaded from PDB,Davis
P48736,6XRM,✅ Downloaded from PDB,Davis
P48736,6XRN,✅ Downloaded from PDB,Davis
P48736,7JWE,✅ Downloaded from PDB,Davis
P48736,7JWZ,✅ Downloaded from PDB,Davis
P48736,7JX0,✅ Downloaded from PDB,Davis
P48736,7KKE,✅ Downloaded from PDB,Davis
P48736,7MEZ,✅ Downloaded from PDB,Davis
P48736,7Z61,✅ Downloaded from PDB,Davis
P48736,8DP0,✅ Downloaded from PDB,Davis
P48736,8SC8,✅ Downloaded from PDB,Davis
P11309,1XQZ,✅ Downloaded from PDB,Davis
P11309,1XR1,✅ Downloaded from PDB,Davis
P11309,1XWS,✅ Downloaded from PDB,Davis
P11309,1YHS,✅ Downloaded from PDB,Davis
P11309,1YI3,✅ Downloaded from PDB,Davis
P11309,1YI4,✅ Downloaded from PDB,Davis
P11309,1YWV,✅ Downloaded from PDB,Davis
P11309,1YXS,✅ Downloaded from PDB,Davis
P11309,1YXT,✅ Downloaded from PDB,Davis
P11309,1YXU,✅ Downloaded from PDB,Davis
P11309,1YXV,✅ Downloaded from PDB,Davis
P11309,1YXX,✅ Downloaded from PDB,Davis
P11309,2BIK,✅ Downloaded from PDB,Davis
P11309,2BIL,✅ Downloaded from PDB,Davis
P11309,2BZH,✅ Downloaded from PDB,Davis
P11309,2BZI,✅ Downloaded from PDB,Davis
P11309,2BZJ,✅ Downloaded from PDB,Davis
P11309,2BZK,✅ Downloaded from PDB,Davis
P11309,2C3I,✅ Downloaded from PDB,Davis
P11309,2J2I,✅ Downloaded from PDB,Davis
P11309,2O3P,✅ Downloaded from PDB,Davis
P11309,2O63,✅ Downloaded from PDB,Davis
P11309,2O64,✅ Downloaded from PDB,Davis
P11309,2O65,✅ Downloaded from PDB,Davis
P11309,2OBJ,✅ Downloaded from PDB,Davis
P11309,2OI4,✅ Downloaded from PDB,Davis
P11309,2XIX,✅ Downloaded from PDB,Davis
P11309,2XIY,✅ Downloaded from PDB,Davis
P11309,2XIZ,✅ Downloaded from PDB,Davis
P11309,2XJ0,✅ Downloaded from PDB,Davis
P11309,2XJ1,✅ Downloaded from PDB,Davis
P11309,2XJ2,✅ Downloaded from PDB,Davis
P11309,3A99,✅ Downloaded from PDB,Davis
P11309,3BGP,✅ Downloaded from PDB,Davis
P11309,3BGQ,✅ Downloaded from PDB,Davis
P11309,3BGZ,✅ Downloaded from PDB,Davis
P11309,3BWF,✅ Downloaded from PDB,Davis
P11309,3C4E,✅ Downloaded from PDB,Davis
P11309,3CXW,✅ Downloaded from PDB,Davis
P11309,3CY2,✅ Downloaded from PDB,Davis
P11309,3CY3,✅ Downloaded from PDB,Davis
P11309,3DCV,✅ Downloaded from PDB,Davis
P11309,3F2A,✅ Downloaded from PDB,Davis
P11309,3JPV,✅ Downloaded from PDB,Davis
P11309,3JXW,✅ Downloaded from PDB,Davis
P11309,3JY0,✅ Downloaded from PDB,Davis
P11309,3JYA,✅ Downloaded from PDB,Davis
P11309,3MA3,✅ Downloaded from PDB,Davis
P11309,3QF9,✅ Downloaded from PDB,Davis
P11309,3R00,✅ Downloaded from PDB,Davis
P11309,3R01,✅ Downloaded from PDB,Davis
P11309,3R02,✅ Downloaded from PDB,Davis
P11309,3R04,✅ Downloaded from PDB,Davis
P11309,3T9I,✅ Downloaded from PDB,Davis
P11309,3UIX,✅ Downloaded from PDB,Davis
P11309,3UMW,✅ Downloaded from PDB,Davis
P11309,3UMX,✅ Downloaded from PDB,Davis
P11309,3VBQ,✅ Downloaded from PDB,Davis
P11309,3VBT,✅ Downloaded from PDB,Davis
P11309,3VBV,✅ Downloaded from PDB,Davis
P11309,3VBW,✅ Downloaded from PDB,Davis
P11309,3VBX,✅ Downloaded from PDB,Davis
P11309,3VBY,✅ Downloaded from PDB,Davis
P11309,3VC4,✅ Downloaded from PDB,Davis
P11309,3WE8,✅ Downloaded from PDB,Davis
P11309,4A7C,✅ Downloaded from PDB,Davis
P11309,4ALU,✅ Downloaded from PDB,Davis
P11309,4ALV,✅ Downloaded from PDB,Davis
P11309,4ALW,✅ Downloaded from PDB,Davis
P11309,4AS0,✅ Downloaded from PDB,Davis
P11309,4BZN,✅ Downloaded from PDB,Davis
P11309,4BZO,✅ Downloaded from PDB,Davis
P11309,4DTK,✅ Downloaded from PDB,Davis
P11309,4ENX,✅ Downloaded from PDB,Davis
P11309,4ENY,✅ Downloaded from PDB,Davis
P11309,4GW8,✅ Downloaded from PDB,Davis
P11309,4I41,✅ Downloaded from PDB,Davis
P11309,4IAA,✅ Downloaded from PDB,Davis
P11309,4JX3,✅ Downloaded from PDB,Davis
P11309,4JX7,✅ Downloaded from PDB,Davis
P11309,4K0Y,✅ Downloaded from PDB,Davis
P11309,4K18,✅ Downloaded from PDB,Davis
P11309,4K1B,✅ Downloaded from PDB,Davis
P11309,4LL5,✅ Downloaded from PDB,Davis
P11309,4LM5,✅ Downloaded from PDB,Davis
P11309,4LMU,✅ Downloaded from PDB,Davis
P11309,4MBI,✅ Downloaded from PDB,Davis
P11309,4MBL,✅ Downloaded from PDB,Davis
P11309,4MTA,✅ Downloaded from PDB,Davis
P11309,4N6Y,✅ Downloaded from PDB,Davis
P11309,4N6Z,✅ Downloaded from PDB,Davis
P11309,4N70,✅ Downloaded from PDB,Davis
P11309,4RBL,✅ Downloaded from PDB,Davis
P11309,4RC2,✅ Downloaded from PDB,Davis
P11309,4RC3,✅ Downloaded from PDB,Davis
P11309,4RC4,✅ Downloaded from PDB,Davis
P11309,4RPV,✅ Downloaded from PDB,Davis
P11309,4TY1,✅ Downloaded from PDB,Davis
P11309,4WRS,✅ Downloaded from PDB,Davis
P11309,4WSY,✅ Downloaded from PDB,Davis
P11309,4WT6,✅ Downloaded from PDB,Davis
P11309,4XH6,✅ Downloaded from PDB,Davis
P11309,4XHK,✅ Downloaded from PDB,Davis
P11309,5C1Q,✅ Downloaded from PDB,Davis
P11309,5DGZ,✅ Downloaded from PDB,Davis
P11309,5DHJ,✅ Downloaded from PDB,Davis
P11309,5DIA,✅ Downloaded from PDB,Davis
P11309,5DWR,✅ Downloaded from PDB,Davis
P11309,5EOL,✅ Downloaded from PDB,Davis
P11309,5IIS,✅ Downloaded from PDB,Davis
P11309,5IPJ,✅ Downloaded from PDB,Davis
P11309,5KCX,✅ Downloaded from PDB,Davis
P11309,5KGD,✅ Downloaded from PDB,Davis
P11309,5KGE,✅ Downloaded from PDB,Davis
P11309,5KGG,✅ Downloaded from PDB,Davis
P11309,5KGI,✅ Downloaded from PDB,Davis
P11309,5KGK,✅ Downloaded from PDB,Davis
P11309,5KZI,✅ Downloaded from PDB,Davis
P11309,5MZL,✅ Downloaded from PDB,Davis
P11309,5N4N,✅ Downloaded from PDB,Davis
P11309,5N4O,✅ Downloaded from PDB,Davis
P11309,5N4R,✅ Downloaded from PDB,Davis
P11309,5N4U,✅ Downloaded from PDB,Davis
P11309,5N4V,✅ Downloaded from PDB,Davis
P11309,5N4X,✅ Downloaded from PDB,Davis
P11309,5N4Y,✅ Downloaded from PDB,Davis
P11309,5N4Z,✅ Downloaded from PDB,Davis
P11309,5N50,✅ Downloaded from PDB,Davis
P11309,5N51,✅ Downloaded from PDB,Davis
P11309,5N52,✅ Downloaded from PDB,Davis
P11309,5N5L,✅ Downloaded from PDB,Davis
P11309,5N5M,✅ Downloaded from PDB,Davis
P11309,5NDT,✅ Downloaded from PDB,Davis
P11309,5O11,✅ Downloaded from PDB,Davis
P11309,5O12,✅ Downloaded from PDB,Davis
P11309,5O13,✅ Downloaded from PDB,Davis
P11309,5TEL,✅ Downloaded from PDB,Davis
P11309,5TEX,✅ Downloaded from PDB,Davis
P11309,5TOE,✅ Downloaded from PDB,Davis
P11309,5TUR,✅ Downloaded from PDB,Davis
P11309,5V80,✅ Downloaded from PDB,Davis
P11309,5V82,✅ Downloaded from PDB,Davis
P11309,5VUA,✅ Downloaded from PDB,Davis
P11309,5VUB,✅ Downloaded from PDB,Davis
P11309,5VUC,✅ Downloaded from PDB,Davis
P11309,6AYD,✅ Downloaded from PDB,Davis
P11309,6BSK,✅ Downloaded from PDB,Davis
P11309,6KZI,✅ Downloaded from PDB,Davis
P11309,6L11,✅ Downloaded from PDB,Davis
P11309,6L12,✅ Downloaded from PDB,Davis
P11309,6L13,✅ Downloaded from PDB,Davis
P11309,6L14,✅ Downloaded from PDB,Davis
P11309,6L15,✅ Downloaded from PDB,Davis
P11309,6L16,✅ Downloaded from PDB,Davis
P11309,6L17,✅ Downloaded from PDB,Davis
P11309,6MT0,✅ Downloaded from PDB,Davis
P11309,6NO8,✅ Downloaded from PDB,Davis
P11309,6NO9,✅ Downloaded from PDB,Davis
P11309,6PCW,✅ Downloaded from PDB,Davis
P11309,6PDI,✅ Downloaded from PDB,Davis
P11309,6PDN,✅ Downloaded from PDB,Davis
P11309,6PDO,✅ Downloaded from PDB,Davis
P11309,6PDP,✅ Downloaded from PDB,Davis
P11309,6QXK,✅ Downloaded from PDB,Davis
P11309,6VRU,✅ Downloaded from PDB,Davis
P11309,6VRV,✅ Downloaded from PDB,Davis
P11309,6YKD,✅ Downloaded from PDB,Davis
P11309,7OOV,✅ Downloaded from PDB,Davis
P11309,7OOW,✅ Downloaded from PDB,Davis
P11309,7OOX,✅ Downloaded from PDB,Davis
P11309,7QB2,✅ Downloaded from PDB,Davis
P11309,7QFM,✅ Downloaded from PDB,Davis
P11309,7VSY,✅ Downloaded from PDB,Davis
P11309,7XSV,✅ Downloaded from PDB,Davis
P11309,7Z6U,✅ Downloaded from PDB,Davis
P11309,7ZUN,✅ Downloaded from PDB,Davis
P11309,8AFR,✅ Downloaded from PDB,Davis
P11309,8R10,✅ Downloaded from PDB,Davis
P11309,8R18,✅ Downloaded from PDB,Davis
P11309,8R1N,✅ Downloaded from PDB,Davis
P11309,8R1P,✅ Downloaded from PDB,Davis
P11309,8R1T,✅ Downloaded from PDB,Davis
Q86V86,AF-Q86V86-F1,✅ Downloaded from AlphaFold,Davis
Q99755,AF-Q99755-F1,✅ Downloaded from AlphaFold,Davis
A0A7P0T808,AF-A0A7P0T808-F1,✅ Downloaded from AlphaFold,Davis
P78356,1BO1,✅ Downloaded from PDB,Davis
